Review,Rating
Great location very friendly staff comfortable room,positive
"Liked the swift and quick check in/out. Loved the bar and the bartenders, excellent!",positive
"No coffe or tea in room we loved it there but it would be nice if had coffee or tea in room All in all nice clean place,

It's was a nice place to stay",positive
"Staff not very nice and helpful, no daily cleaning. Old rooms, first one smelled like smoke. Had to complain in order to get another one. We only slept here because most hotels were fully booked. Never again.,

Located at St. Cathrine, which was nice.",negative
"Nothing,

I have stayed at the hotel many times. It is consistently excellent in all respects",positive
Is not clear enough that you have to pay for the parking. 27 euros for 24 hours is a little to much considering that you booked a room,positive
"No major issues. A blind in our room needed repair. ,

Front desk staff are outstanding: friendly, patient, helpful.",positive
"Nothing noted.,

Comfortable room. Clean hotel. Easy access to parking at the front.Reception team very helpful.Breakfast was good quality and quantity.",positive
"No issues,

Great breakfast selection. Great finishing touches to room. Good parking",positive
Locations was good. Clean rooms. Very nice lobby to chill at,positive
"No luggage room which could be a little insecure when leaving luggage before / after check out,

Great location, clean and comfy room",positive
"Toilet so small you could hardly get in the room.Bath for shower so high very hard to climb into,

didn't HAVE BREAKFAST-TOO EXPENSIVE",negative
"Good area, clean and the best facilities",positive
"Great breakfast, great location, very clean and comfortable.",positive
"There was no aircon. Europe was hit by a heatwave, but still the rooms on the upper floor is in desperate need for an aircon. The staff did try putting in extra fans, but the rooms were still extremely hot.,

This is a beautiful hotel and we loved the stay.",positive
"Small room. Soft bed. Fridge but no minibar.,

New and stylish. Very good breakfast.",positive
"Steep stairs! I was on the 2nd floor.,

Breakfast was excellent English and Continental choice with pleasant staff.",positive
"There wasn't a mini bar in the room (also not free),

The position and the staff. Very clean rooms.",positive
"This was my second time at this hotel.This time the room was better.The really short walking distance to the down town area and the train station is a big plus.I will book the hotel next time when I'm in Brugge again.",positive
"The staffs were not helpful with poor attitude. We lost a bag in the room while we changed the room. It got lost in the hotel and the front desk manager only said it was not found.,

The location is great. One minute to metro, 10 minutes to the grand square, lots of restaurants cafe bars near by.",negative
"Nothing,

The room and facilities where excellent.",positive
This is a great hotel. Starting with the lobby area which is very nice and smells so good. Then the room is spacious with an interesting painting on one of the walls. The TV is very large and there's a coffee/tea maker plus 2 bottles of water for free. The bathroom is modern and very clean. Breakfast is amazing. Anything that you could possible want is there. And you can make your own waffles. Interesting thing: you can choose not to have the room cleaned and get free drinks at the bar instead.,positive
"2.50 for tea bags! A small double bed against the wall.,

A comfortable hotel with friendly staff and a really good breakfast",positive
"Is located a little bit far from the city atractions ( about 20-30 min walk)If you come by foot you will find the entrance to a side of the hotel.,

You must enter to specified parking area in order to have an easy acces to the hotel. Parking is not so expensive - 3,5 euro/dayNice arrangement in the room but not so efficient(shower, sink and bathtub are located separately toward toilette)",positive
"Nice breakfast, bacon, eggs and toast, and also a buffet. Very good coffee. The staff are all very friendly and helpful, and speak excellent English. There is no lift, but the staff will happily help you with your luggage if necessary.",positive
"check-in line was the LONGest that I’ve ever seen,

Bed is comfy, room is neat and clean",positive
"Everything was dated and needed a refresh ,

One of the staff members Mat was real nice and understood my needs very well",positive
"Perfect location in center, few minutes from Grand Markt. Metro station is in front of hotel. Clean big room, very comfortable bed. Helpful staff.",positive
All was a great experience,positive
"nothing,

Everything was excellent with a great quality of breakfast",positive
"There was no boiler for tra/coffee in the room and the smell of breakfast in the morning permeates the whole building.,

Bathroom was spotless and big; bed comfortable, room reasonably spacious.",negative
"Very small size room for a family of four, including a toddler.,

Walking distance from town. Good breakfast. Comfortable bed. Great parking.",positive
"We were on the second floor, and the steps up were quite steep! The room is built into the loft space and is a little cramped for a couple.,

Terrific location, just a few hundred yards from the main square.Our hosts were welcoming and helpful, with plenty of additional information available about the local area.A very nice breakfast to set you up for the day.",positive
Great option for family with kids.,positive
"The room was extremely small so it was difficult for 2 people with suitcases as it left little floor space. One side of our bed was extremely uncomfortable, but when I notified the staff they removed both our breakfast costs from our bill, which was really appreciated. If this hotel had a jacuzzi/ sauna it would be fantastic.,

The decor was really nice and homely. Beautiful smell throughout the hotel. They had a fabulous Christmas tree and Christmas decorations around the hotel. It was really clean and they have a pool table, garden chess board and coffee area with a fire, which was great if you just wanted to relax at the hotel. They provide complimentary tea and coffee which exceeds hotel expectations. Staff were extremely helpful with directions and recommendations and did they're best to please us.",negative
"There is not much of surface space in the room.,

The location is great.  Walking distance from the central train station.  10-15 minutes to the historic town center.  The facility is pretty new and very clean. The room is good size with comfortable bed.  The breakfast is excellent, everything is very fresh.",positive
"Nothing ,

Very friendly welcoming family run hotel. Clean and tidy and superb cooked breakfast",positive
"Toilet too small and misleading prices on food ,

Was clean and nice location",negative
"Pillows were all way too soft ,

Excellent, clean modern hotel with great breakfast and superb location for visiting Bruges",positive
"Cleanliness , space and that there was no Air Conditioner.,

The rooms are very small. There is no AC. Laundry facilities very limited. Location was ok with the tub in front of the hotel.",negative
"Nothing,

Nice to have all the space and in perfect location",positive
"Nothing,

Will located, cleaness,",positive
Everything was tremendous. In particular the hosts with all their help getting around and location of property. The home is magnificant,positive
"The location was perfect, right in the city center. The host was very welcoming and the B&B was well decorated and comfortable. Breakfast was copious and yummy !",positive
People doing very loud maintenance at 9 am outside our room. The bathroom was like a sauna as if the heater was on even though it was off. The matress is so soft that your back hurts. No toiletries provided,negative
"The sofa bed is very hard, after two nights both me and my husband we have hurting backs. The studio was just enough for us and two little kids, cannot imagine to be there with older kids or four adults (no way!). The appartment building is quite old (the smell in corridors...) and mainly H.U.G.E. - a bit scary to imagine if something would happen in one of the other xy hundreds studios...,

Communication with the manager was perfect, he did the efforts to communicate in English. He was kind enough to wait for us even though we had a huge delay due to the terrible traffic jam. The appartmenet is 3 minutes walk from the beach!! It was nicely clean, perfect condition with all neccessary equipment (4 pieces of everything at least). Very good price + possibility to save another 50 euros if you clean yourself (which we did). Parking  for a car not higher then 1m75 included!",negative
"The location in the city centre, close to metro stations",positive
"We can't think of anything. ,

Beds were super comfy, free beer and chocolate was much appreciated, as well as the stocked fridge and snacks. It was very homely and communication was easy and quick. Location was also perfect for us.",positive
Wonderful stay - the place was truly authentic and the staff incredibly helpful - truly lovely boutique hotel. I'll be back!,positive
E very thing was excelente.,positive
"Small bathroom, parking view,

Nice cosy studio fine for 2 adults and 2 kids (7 and 4), location was excellent near beach, parking included",positive
"No aircon during summer in Mid June. Only one Fan per room. We hv one bedroom apartment with 4 adult, one fan is not enough. If window is opened, it is very noisy with people drinking , taking and laughing downstairs. Room is dirty , staff not helpful at all. No housekeeping unless u stay 6 days or more.",negative
"house was quite cold on arrival and heaters needed putting on earlier but once warmed up in attic room was fine. stairs were very steep to attic room, nothing that could be done about that but perhaps elderly visitors would struggle as it is not mentioned when booked. They were fine for my wife and I and didn't affect our stay.,

Great location, nice welcome beer in fridge, really comfy beds, great shower room, everything worked as it should, easy communication with owner.",positive
"We did like it a lot :-).,

We had a very nice stay in Bed and Breakfast Augusto. No effort was too much. The hostess gave us a warm welcome and served us delicious Italian food and wine. She even considered my lactose and gluten intolerance when serving us breakfast and dinner. The B&B is located in a historic estate which is delightfully renovated with a lot of character. Our room was vey beautiful, clean and luminous. Bruge was, as expected, very beautiful.",positive
"I dont know,

the room had a large bed and nice bathroom",positive
"Stuffy room. No air flow and little opportunity to open windows for air flow.
Staff were not particularly friendly. Not exactly rude: but not friendly and welcoming.
Bathroom floor was a bit sticky - yuk!
Breakfast expensive and didn't look particularly appetising. ,

Location was good. Central and in a trendy area.
Coffee machine free of use. Downstairs, tho, so not particularly convenient.",negative
"The property is modern, very comfortable, well appointed and tastefully decorated. Its location is extremely central and only a few minutes walk from the towns main square. I highly recommend this property and will definitely revisit. The host is extremely prompt and helpful in their advice and we found this very comforting. Chocolates and beer as a welcome token are appreciated greatly. A big thank you for a great weekend in Bruges.",positive
Er was geen warm water in de kamer.,positive
"Kettle and coffee making facilities in the room perhaps?,

Excellent location, plenty of parking, good breakfast, friendly staff",positive
"Great breakfast, especially the fresh bread.",positive
Hotel was modern desined and clean. Staff was  friendly. Nice location.,positive
"The staff is not friendly. Both at check in and check out.,

The room was clean, spacious and the design welcoming. Although the bathtub was a mismatch given how modern the rest of the room and bathroom looked. Due for an update?",positive
"Disturbing fountain in the inner yard. No hot water early in the morning when it's needed the most.,

Small kitchen, so you can conveniently eat something in your room",negative
Very comfortable and clean apartments. The atmosphere of house made our family visit to Brugge unforgettable!,positive
Small but comfy and clean roomю Great location in quite area. Friendly staff.,positive
"N/A,

Nice clean hotel in a great central location withvery helpful, friendly staff/owners.",positive
"Far from Brugge city center. They refund the guarantee deposit in 5 working days instead of 2 or 3...,

The hotel is new and modern. The room was clean with coffee facilities (Nespresso coffee machine and capsules included), bathrobe and slippers. Close to the train station.",positive
"Everything was ok ,

Very nice hotel, great location. Huge breakfast (anyone will be able to find something good). Rooms aren’t big but clean and quite new. Perfect for a weekend trip.",positive
"Bar and restaurant not open on Sunday and limited hours otherwise. No power room first night. ,

Nice room",positive
"Could be more ckeaner,

Location",negative
"Attic room was extremely hot during heatwave weather. The owner had kindly provided fans to try to help with this.,

Very close to the centre but on a quiet street",positive
"Tea making facilities in the room would be nice.,

The  room was very comfortable.",positive
"Absolutely nothing.,

Great beds and rooms immaculate. Breakfast outstanding.",positive
"Thought there was a swimming pool and was excited for the facility but read wrong and found out was none. Yes they had a small gym facility but would be cool if swimming pool and perhaps a small spa facility,

Breakfast was amazing. Loads to choice from and fresh and delicious.",positive
"Breakfast basic all bakery and fruit 
No drinking water in rooms or kettle ,

Very clean and comfortable staff friendly good location 10 min walk to market shops restaurants",positive
"Long wait for check-out,

The size of the room",positive
"All was perfect! Great and interesting. ,

All was Super!no special tips, all was fine",positive
"Great location, lovely character property, host easy to communicate with",positive
No minibar or a small fridge in the room,positive
Very comfortable room and within easy walking distance to the centre. Car parking available.,positive
"I liked how helpful the staff was with things to see and do, we thought all of their recommendations were “spot-on.”",positive
"I liked everything! The hotel is new, the room was spacious, very comfortable with a nice city view.All the hotel workers were polite and very efficient.",positive
"Wifi signal was not strong on my floor or near my room at all times. Cleaning staff didn’t replace all amenities like bath towels, toilet paper, etc. Close to city centre but but of an uphill walk from city to hotel.,

Overall enjoyed my stay at Motel One. The room was very clean and although some may consider it small, I found it more than adequate for myself. Lobby was nicely decorated for Christmas.",positive
The restaurant could be a little bit cleaner,positive
"Helpful staff on recitation. ,

Handy location for Metro and tourist areas.",positive
"Stairs are very steep could be a challenge if limited mobility.,

Great location only a few minutes walk from the canals and bars and sights. Great house, comfortable, clean and all the facilities you would expect from a hotel without being in a hotel. Just what was needed for a family weekend away.",positive
"safe in bedroom was broken but as we didn't need it it made no difference to us.,

Location of hotel was excellent. Breakfast was also excellent.",positive
"We had a lovely stay here - the hosts were very welcoming and joined us for breakfast in the morning. They made something special to eat every day and gave good tips about the city. The room with the terrace was great, we could enjoy a break in the afternoon before heading out to the city again for dinner. It's in a peaceful and charming neighbourhood, not very central and it made for a pleasant walk by the canal back to the room in the evening.",positive
Warm friendly & comical welcome. Very very clean. Eggs & bacon excellent.,positive
"one staff member was very focused on the task and less on the human relationship but globally all the people were very pleasant,

bedlinen, proximity with city center, parking price low",positive
"Nothing ,

Well equipped bar
Perfect location to everything 
Value for money
Clean comfy rooms",positive
"The price of the breakfast, opted out because I’m not a huge breakfast eater ,

Close to the botanical garden. Comfortable beds and bath, very nice design of the rooms",positive
Everything thing was groovy,positive
"The only thing that wasn’t a down point for us but perhaps worth knowing, the stairs are very steep, especially up to the third floor. Might be tricky for anyone with any mobility difficulties.,

The house is great, really spacious bedrooms, good facilities and lovely bathroom. The place was really clean with plenty of towels and even a washer and drier and space to hang things. We (6 adults) cycled to Bruges from Dunkirk and it was the perfect place to stay. Very handy having a code for the door instead of keys. And the owners were very good with communication. It’s in a great quiet street that’s super close to the centre of town! Amazing stay, would highly recommend :-)!!!",positive
"The renovation is not so fresh ,

Nice hotel located very comfortably in the old city and in the same time in the nearest to the train station zone.",positive
"Nothing to dislike,

Its a fantastic hotel and you are made so welcome by Marie and her husband.",positive
"The location was superb, in a quiet area in the centre of town. Breakfast was good and the staff without exception cheerful and helpful. Recommended",positive
"A broken tabel in a suite is not what you expect by entranceBathroom should be provided with some kind of door for better privacy when in useWhen the restaurantmenu is short, one could expect every mentioned dish availableUsing trainees as waiters is not a bad thing as such, but then you can expect a supervisor to make sure no bad mistakes are made.,

Bed and location are excellent. Staff readiness to help by problem also.Everything available in the room.",positive
"None,

Motel One has the most convenient pillows. It helps me to have a very deep sleep and rest.",positive
"It will be better to have air conditioning and a dishwasher in the house.,

The apartment is very nice and comfortable. It is clean and the lift is there.",positive
We absolutely loved every aspect of our stay the hotel has to offer. The room was amazingly beautiful and comfortable. The location was very convenient-- right off the 16 tram. And the staff were friendly and helpful. We would definitely come back again!,positive
"Very steep stairs - not a problem for us but could be for those less able.,

Property well located for a walk into town",positive
"little smaller rooms,

excellent location",positive
"Nothing ,

Clean, modern and stylish. Very friendly with secure underground parking. Room was spacious and well appointed.",positive
"Nothing.,

Excellent...helpful and friendly service,  peaceful, comfortable, good breakfast and I would return.",positive
"We were one of the first arriving at the black swan hotel restaurant with our 2 children and one of the last to be served. Over 1 hour!! We had to make a serious complaint. The lady manager of the restaurant was terrible and didnt seem to care, however the hotel front desk gentleman ASTER dealt with this professionally and was extremley kind and considerate. ,

The hotel was pleasant and can not fault it in any way.",positive
"Nothing comes to mind.,

Location was quiet but only a short walk from La Grande Place.  The buffet breakfast was good value and an easy option for us.  The desk staff were very helpful and spoke excellent English.",positive
"Nothing,

Excellent hotel,Comfortable and clean with beautiful decoration I recommend it highly;",positive
"The cold interior in the rooms, the glass shower wall didn't keep the water from ending up on the floor, light and noise of the fridge in the room.,

Perfect location, right in the city centre. Flexible on check-in and check-out. Clean and spacious room.",negative
"The stairs were a bit challenging esp. if you have small kids and/or elderly individuals.,

The house is in a quiet part of Bruges...easy access to the central areas, but away from the hustle and bustle which is nice for a family.",positive
Great for sightseeing friendly efficient staff.  Would have liked timetable and coffee facilities in room,positive
"Nothing,

Very friendly & helpful owner. Excellent variety and quality of breakfast with a special dish each day. Very sociable ambience with 'family style' breakfast",positive
"Excellent location,good breakfast and friendly owners.",positive
"On booking.com it says that there may be a supplement charge for dogs, but I had put in travelling with a dog and it also says no extra hidden charges. When we arrived at the hotel we were asked to pay an extra €50, €25 per night for the dog. If we had known this before, we would have chosen a different hotel and used the money towards a better hotel.,

20 mins walk to centre of Bruges. Clean, spacious. We are in the restaurant the first night, the food was very good. Had a family room, nice and spacious.",positive
"No safe in the room and there was no option of evening meal.,

The room was comfortable and nice bathroom.  The food was really good and the staff really friendly and helpful. Good location as we were there for the Christmas Market.",positive
"It was very clean hotel, 20min wall from the main square. Excellent excellent excellent breakfast",positive
"Bathroom could have some more light.,

Location!",positive
"Nothing in particular.,

The host was very responsive before and during the stay. We were late to arrive but she was very considerate to turn on the heat in advance. The location is excellent and very good for families or larger groups.",positive
"No tea and coffee making facilities. Was told to help ourselves to coffee and tea from the breakfast room (which was free) toldnthen on day 3’that we shouldn’t have been told that and it was in fact 5euros a cup! I have never ever heard of a hotel not offering free hot drinks! ,

Amazing location. 5
Mins walk from the train station. Short walk to the main market place so remained quieter without too long a walk for things to do",positive
"Nothing,

Fantastic b&b.. the host’s were fabulous.. highly recommend it. Everything was 10/10!! Will definitely be returning.",positive
"Nothing,

Location, comfortable, helpful & friendly staff & good breakfast. Definitely come back.",positive
I asked for a room with bathtub and they offer a free upgrade,positive
"The breakfast was a bit basic but was nutritious and satisfying,

The bed was super comfortable. The room was very clean and modern. The staff were relaxed but efficient. The cost was competitive. The location is fantastic. The design of the hotel is very appealing",positive
"Lovely comfy beds and cleanliness was excellent.
Staff very helpful and overall excellent stay.",positive
"The staff were very friendly and accommodating of our large group! The rooms were clean and well equipped. The location was fantastic, right in the centre of Brussels and a short walk from all the main attractions. Thank you for a wonderful stay!",positive
Very conveniently located. Excellent facilities. Spotlesssly clean.,positive
"No tea making in room ,

Staff 1st class",positive
"The room was a little warm for me personally during the night.,

The breakfast was amazing!",positive
"This is a great hotel - the host was very welcoming, knowledgeable and a great cook. The location cannot be beat - quiet but very close to everything. Beds were comfortable and everything was clean.",positive
"There is not one complaint,

Brand new hotel right by train station and easy walk all over town!  Bed was super comfy and the service was incredible!  Loved our bartenders and the gentlemen that checked us in and out.",positive
"Nothing,

Racional, perfect for short business stay",positive
The breakfast and the location and definitely the cleanliness of the hotel..,positive
"Superb location...moments from the metro and near lots of bars, restaurants and the city centre.",positive
"The stairs were very steep but we managed,

Loved the house it was homely and very central to attractions",positive
"-,

The location.",positive
It was a excellent experience,positive
"Nothing ,

The people that own the hotel are lovely people.. location couldn't be better #lovebelguim",positive
"Location and staff were not very friendly ,

Clean and new",positive
"The location is super convenient, easy walk to everything. The rooms are very clean and super comfortable will definitely be back!",positive
"Breakfast pricingThere was no gym facilities available, even though the hotel has a gym but never mentioned that it wasn’t open when making a booking,

Breakfast was provided in room as the Coronavirus outbreak. However it’s very expensive for what it is",negative
"Eggs were stone cold,

Great bed",positive
"Loved that it was so close to everything!! Place was excellent, clean, beds were comfortable, helpful hints were a blessing",positive
"The hotel needed a little bit of money spending on it, there was wall paper coming off from the walls and the bath was all scratched inside and needed resealing.,

The location was brilliant, the reception staff were very friendly.",positive
Lovely couple who made us feel very welcome. Lovely room with great breakfast and the location was fantastic.,positive
"No parking. No tea/coffee making facilities and tv was stuck on blind description. However this still did not really detract from lovely hotel in fab location. ,

Great location, friendly staff. Would definitely recommend.",positive
"Nothing ,

It was very clean and comfortable.",positive
"There was no fridge or kettle in our room,

The bar area is really nice and comfortable",positive
"NO changing of bedsheets when neededRoom, and especially bathroom is outdated.But good news ! They are renovating and ""reopening"" after the summer. Which is why there is noise from the works every week morning from 8h30-9h00 to 18h... and in the weekend from 11-12h until 18h00, which is a major downer.,

Reception staff was fine, friendly, helpful when needed. Reception area, bar, restaurant, breakfast room is very nice.Room was large.",negative
"N/A,

In the city centre, close to everywhere. Really clean, free tea and coffee in reception staff were excellent really helpful especially Sebastian when checking us in - gave lots of recommendations and help.",positive
"The stairs to the top floor are very steep. Not a problem for us but could be for others.,

The location was so convenient and the host was really responsive to our needs, even dropping in champagne for my birthday.",positive
"Being on the 4th floor, WiFi wasn’t the best. ,

The location of the hotel was amazing, close enough to main square but far enough away from the madness. Staff were lovely and beds were really comfortable!",positive
"Marie and her husband were fantastic at every point in our stay - staying up late for our arrival, to the incredible breakfast spread and even walking us in the right direction of the centre! We couldn’t have wished for a better stay. The rooms were incredibly clean and comfortable.",positive
"I can honestly say I didn’t have one grumble, other than they were fully booked after we decided to stay a second night in Ypres, meaning we had to find alternative accommodation. ,

The property was incredibly close to the main square. All the staff we encounter were very friendly and helpful. I was traveling with a friend by motorbike and we were able to park our bikes right outside the front door. As a weird twist of fate I had stayed in this same building about 16 years ago on a trip with Army Cadets when it was under a different name, and didn’t realise until I was standing in front of it. I’m so glad to have re-found this little gem of a location and will definitely be aiming to go back with my partner! 
Breakfast was lovely, a standard continental set up, with fresh cooked eggs, bacon and toast if desired. 
It’s not what I would describe as modern inside, but it’s clean, functional, the staff are friendly and the showers were hot. What more could you want!?",positive
"Price,

Rooms & breakfast",positive
"Double bed but only two single duvets (no doubles available apparently), bathroom fan is EXTREMELY loud also. Also, the room is quite small (we had a queen room) and even for two of it, it was a bit cramped. But we were hardly in the hotel and it was just for the weekend so we didn't mind as much.,

Really great location, really good price and a 24/7 bar! It's literally 5 minutes away from Grand Place and right behind is the cathedral which is HUGE! Staff are super nice and friendly and the area is quiet and very safe!Bed is super comfy - we slept like babies!",positive
"Very nice hotel. Close to city center. Only 17 min walk from grand place. Cozy rooms with perfect beds. Clean and warm rooms. Friendly staff, special thanks to Alexandrina who was very helpful.",positive
"We stayed for 5 nights - the room was not cleaned, there was no housekeeping service ,

Great location, walking distance from the city center attractions",negative
"Stairs are a bit scary, specially to the top floor. No a big problem, though ,

Very well located. Very nice host. Big house. Well equipped. Eve thing you need as a tourist",positive
"At my first room there is no good wifi especialy at night, but they changed to me,

Location And amazing stuff",positive
"Streets are narrow in the old town. There is plenty of parking but one needs to drive with care to the parking under the building. But that's only on arrival, we would always choose this BnB.,

Great location, five minute walk to van eyck square. Facilities are immaculate. The hostess went out of her way to orientate us to Bruges and suggest an exploration route, even walking with us along to  a main Street. Superb breakfast. We would always stay here in future.",positive
"No fridge in the room for storing food or drink.  Room was small and cramped.  No lift for carrying bags upstairs.  No ironing facilities.  On street parking was found but may be difficult in busy times.,

Breakfast was excellent.",positive
"The shower did not drain properly. The water went everywhere , there was no floor that the water did not go.,

The staff was very kind & helpful. The room was very spacious & comfortable. The hotel was clean & the bar area was nice to enjoy a drink before bed .",positive
"Small rooms,

Clean and location",positive
"absolutely nothing,

The little things that make a big difference: super friendly and cheerful staff, the trash separation bins in the room (making the sustainability ideas more than just the 'towel-card' in the bathroom), they do a 'guest of the day' draw, the look & feel and design of the hotel",positive
"Great place to stay, the location was perfect and the staff was very friendly.",positive
"Nothing,

Location, house, cleanliness .. almost everything",positive
"WiFi did not work well, tub dangerous to climb in and out of for shower - grab bar but in ridiculous place, toilet paper holder broken and paper just jammed in between two sharp metal pieces. Would not choose to stay there again. ,

Location was very good.",negative
"Nothing,

We loved this place.  In a trip that was over a month, this was our favorite place.  It's like staying with your favorite aunt and uncle who love to spoil you.  The room was lovely, bathroom the same, bed extremely comfortable, could have been in a very fine hotel.  Free parking under the house, very convenient, especially in Brugge.  But the best thing was the breakfasts, which were lavish, and never the same from one day to the next.  AND there was a dessert each day.  For breakfast.",positive
The welcome from the owners. Pebbles at breakfast!! Lovely breakfast,positive
"More varied menu,

Staff very friendly and helpful, room clean and comfortable food was ok.",positive
"10-15 min walking to/from the center.,

The Staff 10/10
the hotel is very clean and comfortable.",positive
"Room wasn't clean and totally not worth the price per night. The room (a standard one) was way overpriced.Shower was clean, bathtub was like 1.50 cm not suitable to bath in.,

Check in was smooth. Staff was friendly alltho person spoke very little english. Breakfast was good.",negative
"Friendly staff, comfortable rooms and the location is just fine!",positive
it was great not needing a key/multiple keys as we just used a code to get in and out. They left us some nice welcome drinks in the fridge and were very accommodating in letting us leave our bags in the hall after check out time.,positive
"Room 106 was the stinkiest room I have ever had. I’ve stayed and places in Thailand and Cambodia.☹️,

Locomotion was great!",negative
"cannot fault it,

The breakfast was amazing .Beautiful decor, hosts so very friendly and welcoming, beds really comfortable. Thoroughly enjoyed our stay, would highly recommend it.",positive
"Excellent location, very friendly staff, Pebbles was charming, just the right personality to start the day.",positive
"-We were woken up by contractors banging and drilling at 7.30am in the morning of our final day. The noise came from the room next door and continued for at least 70 minutes in total. It felt like they were in the room. Absolutely  unacceptable. -Secondly, I booked for two people and was given a family room. They made up the room with the sofa bed open and made up for 2 children (which of course we don't have). -No staff gave any hotel or city information. -I also would say the walk to town is a little far - especially if it's raining. -The view out the window was of train tracks and construction mess.,

Nice and new facilities. The bed was amazing and breakfast was good. The staff wished my partner a happy birthday, which was a nice touch.",positive
"Breakfast was crowded difficult to find a place to sit,

Nice breakfast buffet, much choice. Value for money",positive
"The WIFI was nott working in the room! So I had no access to Internet at my room for several days. 
The shower was also leaking. ,

Location was great for my access to the EC buildings, and the hotel staff were very nice and trying to help as much as possible.",negative
Very nice hotel. Very nice staff. The apartment was clean and with all the utensiles you need. The loadge was big and cozy.,positive
This is a great home in an excellent location. The hosts are responsive and helpful.,positive
Hotel undergoing painting and decorating,positive
"The floor mat's they need grip material so they don't move on the slippery floor,

Good breakfast, location, parking under hotel, balcony, friendly service",negative
"Had to park quite a distance away but wasn’t that inconvenient,

Simple well cooked breakfast pleasant staff comfy clean rooms near to Ypres centre",positive
The hotel was very nice and the staff was super helpful,positive
"Would be nice to add some more meals to the menu. Only sandwiches may be boring ,

Location, staff, price-services combination",positive
"Bad service at the reception. There was no hair conditioner nor other complementary bath amenities in the room. The pillows are really thick and there is no possibility to have others. The mattress is old and uncomfortable. Overall the room furniture was quite worn. No cattle to boil water. The two upper floors are in renovation - lots of noise, no electricity in the fitness room.",negative
"The toilets are dirty,

The location is great, walking distance to the centre and right beside metro",negative
"It's a bit tired and could do with a few things getting fixed.,

Friendly staff, great location and nice quirky hotel. The receptionist kindly gave us a map and told us about the places to visit and when to go. To followed her suggestions and we had a great time and got to see everything we wanted to.",positive
"It was clean, in an excellent location, and the food and hospitality was fantastic",positive
"Nothing,

Everything staff brilliant food excellent",positive
"The wait for the check in was a bit long as there was always only one person at the counters.,

Location.
Cleanliness",positive
"Nothing,

Comfortable bed, lovely breakfast. Perfect location",positive
"Not the most picturesque end of town.,

The breakfast was excellent. One of the best in Brussels.",negative
"Staff,

Location",negative
"There are a few steps (after elevator), which is hard for carrying big luggage.Some problems with drainage of the sink,

Staff are nice.Heater system is amazing.The room are equipped, very clean and quiet.",positive
Breakfast,positive
"Can't mention anything special. Hotel is not located in the center of the city and most probably not that good for romantic couples who wants to go out of the hotel and immediately see the beauty of Bruges, however if you are ready to walk 10-15 minutes to the city center - it's just great. Also it's near the train station, so for people travelling by car or train it's perfect choice.,

Nice and pleasant personal, clean and comfortable rooms, cheap parking is available right in front of the hotel (3.5 euro per night).Also there is a good supermarket located nearby (100 meters).",positive
"Slow lifts.,

Helpful staff.Quiet room.Comfy bed.",positive
Breakfast was too expensive. 22EURO?,negative
"Lovely hotel, but did not like the smell of the building and room.
The bathtub was nice and big, but if you like to shower, you might not like the 4th floor as you can't stand in the tub due to slanting of the roof.,

Great staff, they were extremely helpful in time of need, knew the town inside out, very patient, respectful and cheerful. 
Also great location, and has clean cute rooms.",positive
Friendly host. Great breakfast. Perfect location.,positive
"The view,

Very nice, clean and comfortable. Great for being close to the train station and an easy walk in to the old town. View from the room was terrible, but not really why we chose the place and we weren't spending time in the room anyways. Breakfast seems a little over priced, but was good!",positive
"Breakfast was kind of expensive ,

Otherwise everything was perfect. Very nice place for a good price.",positive
"Hotel in bad need of renovation, I am used to the Brussels standards but this was exceptionally bad, mattress from prison, walls like my kids went on them with crayons room dirty I would not think of walking barefooted. And all that for 160€ per night plus 22€ breakfast.,

Hotel in bad need of renovation, I am used to the Brussels standards but this was exceptionally bad, mattress from prison, walls like my kids went on them with crayons room dirty I would not think of walking barefooted. And all that for 160€ per night plus 22 breakfast.",negative
"The view from our room was not that nice.,

The staff was very friendly and the beds were super comfy",positive
"Nothing bad about the hotel. Stayed in the small single room, small but big enough.,

Excellent location, staff and value, definitely stay at the hotel Ambrosia again.",positive
"Very minor but need more free weights as the ones provided are a bit light,  not much room to use a mat and you have to ask the front desk for a towel ,

Very close to the train station and is a brand new hotel.  Staff were very professional.  Room was small but very clean and quiet.  It was about a 10 minute walk to the centre.  Nice little fitness facility too  photo of gym provided",positive
"Toilet door could have had a lock,

The design",positive
"The airco was not really cooling the place. There was no kettle in the room for making tea. Very thick cushions, difficult to sleep on.,

Great breakfast buffet, though relatively expensive",negative
"Good location, nice and patient staff, clean rooms.",positive
"I would have liked to have tea and coffee making facilities in the bedroom but they were available for guests to help themselves to on the ground floor.,

The staff were very friendly and helpful. The breakfast was very good. The location was excellent. The bed was very comfortable.",positive
"It was harder to find than expected, as the sign for Radisson wasn't clear anywhere and when we stayed (end of Dec) the hotel looked like it was on top of/surrounded by a building site. This should be made clearer upon booking/there should be clearer directions when you get closer to the property.,

Easy to get into the centre of Bruge. 10 min walk.Room was lovely, comfortable and modern. As was the bathroom.Good bar area for a quick drink in the eve.Staff were helpful and friendly.",positive
"Modern, clean and fairly central",positive
"The cozy restaurant and atmosphere in the lobby ,

Very clean and comfortable room/bed.",positive
Ligging was top,positive
"The staffs in the hotel were really kind. The room was perfectly clean and the bed was sooooo comfortable!!!The location was perfect, near Brugge center and only needs to take 10-15mins by walk.",positive
